strain	date	iso_year	iso_week_nr	iso_week	S1_mutations	clade_membership	country	country_exposure	division	division_exposure	emerging_lineage	lineage	mutational_fitness	recency	region	region_exposure	author	accession	Health_region	location	originating_lab	submitting_lab	logistic_growth	Representative_sampling
Portugal/PT20499/2021	2021-11-02	2021	44	2021W44	7.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	AY.122	1.16	Older	Europe	Europe	INSA		ALENTEJO	Reguengos de Monsaraz	H Evora	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22783/2021	2021-11-26	2021	47	2021W47	9.00	21J (Delta)	Portugal	Portugal	Madeira	Madeira	21J (Delta)	AY.122	1.17	Older	Europe	Europe	INSA		MADEIRA-RA	Funchal	SESARAM	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22782/2021	2021-11-26	2021	47	2021W47	9.00	21J (Delta)	Portugal	Portugal	Madeira	Madeira	21J (Delta)	AY.122	1.17	Older	Europe	Europe	INSA		MADEIRA-RA	Funchal	SESARAM	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23932/2021	2021-12-14	2021	50	2021W50	7.00	21J (Delta)	Portugal	Portugal	Porto	Porto	21J (Delta)	AY.122	1.14	Older	Europe	Europe	INSA		NORTE	Vila Nova de Gaia	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-27.14	Weekly
Portugal/PT21409/2021	2021-11-15	2021	46	2021W46	7.00	21J (Delta)	Portugal	Portugal	Braga	Braga	21J (Delta)	AY.122	1.16	Older	Europe	Europe	INSA		NORTE	Guimaraes	H Guimaraes	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT20986/2021	2021-11-08	2021	45	2021W45	7.00	21J (Delta)	Portugal	Portugal	Braga	Braga	21J (Delta)	AY.122	1.16	Older	Europe	Europe	INSA		NORTE	Guimaraes	H Guimaraes	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23098/2021	2021-12-05	2021	48	2021W48	7.00	21J (Delta)	Portugal	Portugal	Braga	Braga	21J (Delta)	AY.122	1.16	Older	Europe	Europe	INSA, IBiMED - U Aveiro		NORTE	Guimaraes	H Guimaraes	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT20965/2021	2021-11-08	2021	45	2021W45	7.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.122	1.15	Older	Europe	Europe	INSA		ACORES-RA	Ponta Delgada	H Divino Espirito Santo - Ponta Delgada	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT24852/2022	2022-01-03	2022	1	2022W01	7.00	21J (Delta)	Portugal	Portugal	Beja	Beja	21J (Delta)	AY.122	1.13	Older	Europe	Europe	INSA		ALENTEJO	Castro Verde	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-17.38	Weekly
Portugal/PT24854/2022	2022-01-03	2022	1	2022W01	7.00	21J (Delta)	Portugal	Portugal	Beja	Beja	21J (Delta)	AY.122	1.13	Older	Europe	Europe	INSA		ALENTEJO	Castro Verde	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-17.38	Weekly
Portugal/PT20374/2021	2021-11-02	2021	44	2021W44	8.00	21J (Delta)	Portugal	Portugal	Faro	Faro	21J (Delta)	AY.122	1.20	Older	Europe	Europe	INSA		ALGARVE	Sao Bras de Alportel	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22166/2021	2021-11-22	2021	47	2021W47	8.00	21J (Delta)	Portugal	Portugal	Lisboa	Lisboa	21J (Delta)	AY.122	1.19	Older	Europe	Europe	INSA		LX V TEJO	Lisboa	CHULN - H Santa Maria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21119/2021	2021-11-08	2021	45	2021W45	8.00	21J (Delta)	Portugal	Portugal	Porto	Porto	21J (Delta)	AY.122	1.23	Older	Europe	Europe	INSA		NORTE	Porto	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21660/2021	2021-11-15	2021	46	2021W46	8.00	21J (Delta)	Portugal	Portugal	Porto	Porto	21J (Delta)	AY.122	1.24	Older	Europe	Europe	INSA		NORTE	Valongo	CHU Sao Joao, Porto	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21496/2021	2021-11-14	2021	45	2021W45	8.00	21J (Delta)	Portugal	Portugal	Porto	Porto	21J (Delta)	AY.122	1.23	Older	Europe	Europe	INSA		NORTE	Porto	CH Porto - H Sto Antonio	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23075/2021	2021-12-05	2021	48	2021W48	8.00	21J (Delta)	Portugal	Portugal	Porto	Porto	21J (Delta)	AY.122	1.23	Older	Europe	Europe	INSA, IBiMED - U Aveiro		NORTE	Gondomar	CH Porto - H Sto Antonio	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21976/2021	2021-11-19	2021	46	2021W46	8.00	21J (Delta)	Portugal	Portugal	Porto	Porto	21J (Delta)	AY.122	1.23	Older	Europe	Europe	INSA		NORTE	Porto	CH Porto - H Sto Antonio	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT20408/2021	2021-11-01	2021	44	2021W44	9.00	21J (Delta)	Portugal	Portugal	Porto	Porto	21J (Delta)	AY.122	1.23	Older	Europe	Europe	INSA		NORTE	Maia	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21921/2021	2021-11-22	2021	47	2021W47	8.00	21J (Delta)	Portugal	Portugal	Porto	Porto	21J (Delta)	AY.122	1.23	Older	Europe	Europe	INSA		NORTE	Vila Nova de Gaia	CHU Sao Joao, Porto	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21654/2021	2021-11-14	2021	45	2021W45	8.00	21J (Delta)	Portugal	Portugal	Porto	Porto	21J (Delta)	AY.122	1.23	Older	Europe	Europe	INSA		NORTE	Porto	CHU Sao Joao, Porto	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22419/2021	2021-11-29	2021	48	2021W48	9.00	21J (Delta)	Portugal	Portugal	Porto	Porto	21J (Delta)	AY.122	1.23	Older	Europe	Europe	INSA		NORTE	Porto	CH Porto - H Sto Antonio	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23069/2021	2021-12-04	2021	48	2021W48	8.00	21J (Delta)	Portugal	Portugal	Porto	Porto	21J (Delta)	AY.122	1.23	Older	Europe	Europe	INSA, IBiMED - U Aveiro		NORTE	Gondomar	CH Porto - H Sto Antonio	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23125/2021	2021-12-05	2021	48	2021W48	8.00	21J (Delta)	Portugal	Portugal	Porto	Porto	21J (Delta)	AY.122	1.23	Older	Europe	Europe	INSA, IBiMED - U Aveiro		NORTE	Gondomar	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT24097/2021	2021-12-21	2021	51	2021W51	8.00	21J (Delta)	Portugal	Portugal	Porto	Porto	21J (Delta)	AY.122	1.23	Older	Europe	Europe	INSA		NORTE	Gondomar	CH Porto - H Sto Antonio	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-15.73	Weekly
Portugal/PT23016/2021	2021-12-06	2021	49	2021W49	8.00	21J (Delta)	Portugal	Portugal	Vila Real	Vila Real	21J (Delta)	AY.129	1.12	Older	Europe	Europe	INSA, IGC		NORTE	Chaves	CHTMAD	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT25190/2022	2022-01-04	2022	1	2022W01	9.00	21J (Delta)	Portugal	Portugal	Coimbra	Coimbra	21J (Delta)	AY.122	1.12	Older	Europe	Europe	INSA		CENTRO	Coimbra	Avelab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-15.73	Weekly
Portugal/PT22680/2021	2021-11-28	2021	47	2021W47	9.00	21J (Delta)	Portugal	Portugal	Faro	Faro	21J (Delta)	AY.122	1.13	Older	Europe	Europe	INSA		ALGARVE	Portimao	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23020/2021	2021-12-04	2021	48	2021W48	9.00	21J (Delta)	Portugal	Portugal	Vila Real	Vila Real	21J (Delta)	AY.122	1.13	Older	Europe	Europe	INSA, IGC		NORTE	Vila Real	CHTMAD	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21938/2021	2021-11-23	2021	47	2021W47	9.00	21J (Delta)	Portugal	Portugal	Vila Real	Vila Real	21J (Delta)	AY.122	1.13	Older	Europe	Europe	INSA		NORTE	Chaves	CHTMAD	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23856/2021	2021-12-14	2021	50	2021W50	9.00	21J (Delta)	Portugal	Portugal	Vila Real	Vila Real	21J (Delta)	AY.122	1.15	Older	Europe	Europe	INSA		NORTE	Chaves	CHTMAD	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-15.73	Weekly
Portugal/PT22399/2021	2021-11-27	2021	47	2021W47	9.00	21J (Delta)	Portugal	Portugal	Vila Real	Vila Real	21J (Delta)	AY.122	1.13	Older	Europe	Europe	INSA		NORTE	Valpacos	CHTMAD	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23017/2021	2021-12-04	2021	48	2021W48	9.00	21J (Delta)	Portugal	Portugal	Vila Real	Vila Real	21J (Delta)	AY.122	1.13	Older	Europe	Europe	INSA, IGC		NORTE	Chaves	CHTMAD	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT24177/2021	2021-12-21	2021	51	2021W51	9.00	21J (Delta)	Portugal	Portugal	Vila Real	Vila Real	21J (Delta)	AY.122	1.12	Older	Europe	Europe	INSA		NORTE	Vila Real	CHTMAD	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-15.73	Weekly
Portugal/PT24173/2021	2021-12-21	2021	51	2021W51	9.00	21J (Delta)	Portugal	Portugal	Vila Real	Vila Real	21J (Delta)	AY.122	1.13	Older	Europe	Europe	INSA		NORTE	Chaves	CHTMAD	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-15.73	Weekly
Portugal/PT24130/2021	2021-12-19	2021	50	2021W50	9.00	21J (Delta)	Portugal	Portugal	Porto	Porto	21J (Delta)	AY.122	1.13	Older	Europe	Europe	INSA		NORTE	Amarante	CH Tamega e Sousa	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-15.73	Weekly
Portugal/PT24346/2021	2021-12-19	2021	50	2021W50	9.00	21J (Delta)	Portugal	Portugal	Beja	Beja	21J (Delta)	AY.122	1.19	Older	Europe	Europe	INSA		ALENTEJO	Aljustrel	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-15.73	Weekly
Portugal/PT23018/2021	2021-12-04	2021	48	2021W48	8.00	21J (Delta)	Portugal	Portugal	Vila Real	Vila Real	21J (Delta)	AY.122	1.30	Older	Europe	Europe	INSA, IGC		NORTE	Vila Real	CHTMAD	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT24146/2021	2021-12-20	2021	51	2021W51	8.00	21J (Delta)	Portugal	Portugal	Guarda	Guarda	21J (Delta)	AY.122	1.21	Older	Europe	Europe	INSA		CENTRO	Pinhel	ULS Guarda	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-15.73	Weekly
Portugal/PT22640/2021	2021-11-28	2021	47	2021W47	8.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.122	1.19	Older	Europe	Europe	INSA		ACORES-RA	Angra do Heroismo	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23807/2021	2021-12-09	2021	49	2021W49	8.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.122	1.19	Older	Europe	Europe	INSA		ACORES-RA	Angra do Heroismo	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23803/2021	2021-12-08	2021	49	2021W49	8.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.122	1.19	Older	Europe	Europe	INSA		ACORES-RA	Angra do Heroismo	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23217/2021	2021-12-03	2021	48	2021W48	8.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.122	1.19	Older	Europe	Europe	INSA		ACORES-RA	Angra do Heroismo	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23801/2021	2021-12-08	2021	49	2021W49	8.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.122	1.19	Older	Europe	Europe	INSA		ACORES-RA	Angra do Heroismo	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23816/2021	2021-12-12	2021	49	2021W49	8.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.122	1.26	Older	Europe	Europe	INSA		ACORES-RA	Praia da Vitoria	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-15.73	Weekly
Portugal/PT23813/2021	2021-12-10	2021	49	2021W49	8.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.122	1.26	Older	Europe	Europe	INSA		ACORES-RA	Angra do Heroismo	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23815/2021	2021-12-11	2021	49	2021W49	8.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.122	1.26	Older	Europe	Europe	INSA		ACORES-RA	Praia da Vitoria	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-15.73	Weekly
Portugal/PT24198/2021	2021-12-18	2021	50	2021W50	8.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.122	1.26	Older	Europe	Europe	INSA		ACORES-RA	Praia da Vitoria	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-15.73	Weekly
Portugal/PT23215/2021	2021-12-03	2021	48	2021W48	8.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.122	1.19	Older	Europe	Europe	INSA		ACORES-RA	Angra do Heroismo	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23213/2021	2021-12-03	2021	48	2021W48	8.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.122	1.19	Older	Europe	Europe	INSA		ACORES-RA	Angra do Heroismo	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23212/2021	2021-12-03	2021	48	2021W48	8.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.122	1.19	Older	Europe	Europe	INSA		ACORES-RA	Angra do Heroismo	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23216/2021	2021-12-03	2021	48	2021W48	8.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.122	1.19	Older	Europe	Europe	INSA		ACORES-RA	Angra do Heroismo	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23198/2021	2021-12-01	2021	48	2021W48	8.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.122	1.19	Older	Europe	Europe	INSA		ACORES-RA	Angra do Heroismo	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23214/2021	2021-12-03	2021	48	2021W48	8.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.122	1.19	Older	Europe	Europe	INSA		ACORES-RA	Angra do Heroismo	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23814/2021	2021-12-11	2021	49	2021W49	8.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.122	1.19	Older	Europe	Europe	INSA		ACORES-RA	Angra do Heroismo	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-15.73	Weekly
Portugal/PT23809/2021	2021-12-09	2021	49	2021W49	8.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.122	1.19	Older	Europe	Europe	INSA		ACORES-RA	Angra do Heroismo	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23808/2021	2021-12-09	2021	49	2021W49	8.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.122	1.19	Older	Europe	Europe	INSA		ACORES-RA	Angra do Heroismo	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23211/2021	2021-12-02	2021	48	2021W48	8.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.122	1.19	Older	Europe	Europe	INSA		ACORES-RA	Angra do Heroismo	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23219/2021	2021-12-04	2021	48	2021W48	8.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.122	1.19	Older	Europe	Europe	INSA		ACORES-RA	Angra do Heroismo	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23806/2021	2021-12-08	2021	49	2021W49	8.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.122	1.19	Older	Europe	Europe	INSA		ACORES-RA	Angra do Heroismo	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23802/2021	2021-12-08	2021	49	2021W49	8.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.122	1.19	Older	Europe	Europe	INSA		ACORES-RA	Angra do Heroismo	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21585/2021	2021-11-14	2021	45	2021W45	7.00	21J (Delta)	Portugal	Portugal	Lisboa	Lisboa	21J (Delta)	AY.122	1.19	Older	Europe	Europe	INSA		LX V TEJO	Lisboa	CHULN - H Santa Maria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21928/2021	2021-11-23	2021	47	2021W47	7.00	21J (Delta)	Portugal	Portugal	Porto	Porto	21J (Delta)	AY.122	1.18	Older	Europe	Europe	INSA		NORTE	Porto	CHU Sao Joao, Porto	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT24194/2021	2021-12-15	2021	50	2021W50	7.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.122	1.20	Older	Europe	Europe	INSA		ACORES-RA	Horta	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-25.15	Weekly
Portugal/PT21430/2021	2021-11-15	2021	46	2021W46	8.00	21J (Delta)	Portugal	Portugal	Aveiro	Aveiro	21J (Delta)	AY.122	1.18	Older	Europe	Europe	INSA		CENTRO	Vagos	Avelab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT24181/2021	2021-12-19	2021	50	2021W50	7.00	21J (Delta)	Portugal	Portugal	Setubal	Setubal	21J (Delta)	AY.122	1.17	Older	Europe	Europe	INSA		LX V TEJO	Setubal	CH Setubal	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-25.15	Weekly
Portugal/PT21228/2021	2021-11-16	2021	46	2021W46	7.00	21J (Delta)	Portugal	Portugal	Lisboa	Lisboa	21J (Delta)	AY.122	1.15	Older	Europe	Europe	INSA, IBiMED - U Aveiro		LX V TEJO	Amadora	ULS Litoral Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21849/2021	2021-11-22	2021	47	2021W47	7.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	AY.122	1.16	Older	Europe	Europe	INSA		ALENTEJO	Evora	H Evora	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21848/2021	2021-11-22	2021	47	2021W47	7.00	21J (Delta)	Portugal	Portugal	Evora	Evora	21J (Delta)	AY.122	1.16	Older	Europe	Europe	INSA		ALENTEJO	Portel	H Evora	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22323/2021	2021-11-27	2021	47	2021W47	8.00	21J (Delta)	Portugal	Portugal	Lisboa	Lisboa	21J (Delta)	AY.122	1.14	Older	Europe	Europe	INSA		LX V TEJO	Vila Franca de Xira	H Vila Franca Xira	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT20819/2021	2021-11-09	2021	45	2021W45	9.00	21J (Delta)	Portugal	Portugal	Lisboa	Lisboa	21J (Delta)	AY.122	1.17	Older	Europe	Europe	INSA		LX V TEJO	Lisboa	SYNLAB	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21086/2021	2021-11-07	2021	44	2021W44	8.00	21J (Delta)	Portugal	Portugal	Porto	Porto	21J (Delta)	AY.122	1.17	Older	Europe	Europe	INSA		NORTE	Porto	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22847/2021	2021-11-03	2021	44	2021W44	7.00	21J (Delta)	Portugal	Portugal	Madeira	Madeira	21J (Delta)	AY.122	1.19	Older	Europe	Europe	INSA		MADEIRA-RA	Funchal	SESARAM	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22849/2021	2021-11-03	2021	44	2021W44	7.00	21J (Delta)	Portugal	Portugal	Madeira	Madeira	21J (Delta)	AY.122	1.20	Older	Europe	Europe	INSA		MADEIRA-RA	Funchal	SESARAM	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21992/2021	2021-11-20	2021	46	2021W46	8.00	21J (Delta)	Portugal	Portugal	Braganca	Braganca	21J (Delta)	AY.122	1.20	Older	Europe	Europe	INSA		NORTE	Braganca	ULSNE - Braganca	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21993/2021	2021-11-20	2021	46	2021W46	8.00	21J (Delta)	Portugal	Portugal	Braganca	Braganca	21J (Delta)	AY.122	1.19	Older	Europe	Europe	INSA		NORTE	Braganca	ULSNE - Braganca	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22857/2021	2021-12-04	2021	48	2021W48	8.00	21J (Delta)	Portugal	Portugal	Lisboa	Lisboa	21J (Delta)	AY.122	1.20	Older	Europe	Europe	INSA, IGC		LX V TEJO	Lisboa	H Vila Franca Xira	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT24846/2022	2022-01-03	2022	1	2022W01	9.00	21J (Delta)	Portugal	Portugal	Beja	Beja	21J (Delta)	AY.122	1.16	Older	Europe	Europe	INSA		ALENTEJO	Beja	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-25.15	Weekly
Portugal/PT24844/2022	2022-01-03	2022	1	2022W01	9.00	21J (Delta)	Portugal	Portugal	Beja	Beja	21J (Delta)	AY.122	1.16	Older	Europe	Europe	INSA		ALENTEJO	Beja	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-25.15	Weekly
Portugal/PT23768/2021	2021-12-12	2021	49	2021W49	8.00	21J (Delta)	Portugal	Portugal	Porto	Porto	21J (Delta)	AY.122	1.15	Older	Europe	Europe	INSA		NORTE	Felgueiras	CH Tamega e Sousa	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-25.15	Weekly
Portugal/PT20760/2021	2021-11-07	2021	44	2021W44	7.00	21J (Delta)	Portugal	Portugal	Faro	Faro	21J (Delta)	AY.122	1.15	Older	Europe	Europe	INSA		ALGARVE	Faro	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21894/2021	2021-11-22	2021	47	2021W47	7.00	21J (Delta)	Portugal	Portugal	Faro	Faro	21J (Delta)	AY.122	1.15	Older	Europe	Europe	INSA		ALGARVE	Lagoa Algarve	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21468/2021	2021-11-15	2021	46	2021W46	7.00	21J (Delta)	Portugal	Portugal	Faro	Faro	21J (Delta)	AY.122	1.15	Older	Europe	Europe	INSA		ALGARVE	Lagos	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21298/2021	2021-11-14	2021	45	2021W45	7.00	21J (Delta)	Portugal	Portugal	Santarem	Santarem	21J (Delta)	AY.122	1.24	Older	Europe	Europe	INSA		LX V TEJO	Salvaterra de Magos	H Santarem	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21300/2021	2021-11-14	2021	45	2021W45	7.00	21J (Delta)	Portugal	Portugal	Lisboa	Lisboa	21J (Delta)	AY.122	1.24	Older	Europe	Europe	INSA		LX V TEJO	Cascais	H Santarem	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT20646/2021	2021-11-01	2021	44	2021W44	8.00	21J (Delta)	Portugal	Portugal	Lisboa	Lisboa	21J (Delta)	AY.122	1.16	Older	Europe	Europe	INSA		LX V TEJO	Lisboa	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21587/2021	2021-11-15	2021	46	2021W46	8.00	21J (Delta)	Portugal	Portugal	Lisboa	Lisboa	21J (Delta)	AY.122	1.16	Older	Europe	Europe	INSA		LX V TEJO	Lisboa	CHULN - H Santa Maria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
